Lab Name,Location,Discount,Description,Facility Name,Facility Link,URL
City X-ray and Scan Clinic -Tilak Nagar,"5A/34, Tilak Nagar, New Delhi 110018",Get 20-35% Discount & Cashback,"City X Ray & Scan Clinic is the one of the renowned Pvt. Diagnostic set up in  Delhi since last over two decades. It covers complete range of diagnostic investigations for Pathology, Radiology, Cardiology & Neurology departments all under one roof.
The City XRay and Scan clinic has been leader in Diagnostic industry through quality service, regular up gradation with latest technology & new innovations.
All our main Hubs (Tilak Nagar, Dwarka & VikasPuri) are accredited by NABL & NABH for all departments including PCR lab which clearly highlights and reaffirms our faith in accuracy of test results. Apart from this we are associated with various quality conscious associations like VILAC, A.P.P etc. Our test Quality is strictly checked and controlled by a team of experienced doctors, well trained technicians and quality managers.
Besides the above hubs, we have well equipped City XRay branches in  Janak Puri, Hari Nagar, Palam Colony, Naraina Vihar and Vishnu Garden.
City X Ray & Scan Clinic (CXR) is an organization that is committed to providing doorstep Radiology & Pathology services to healthcare providers at an affordable cost.
City X-Ray and Scan Clinic is been awarded with very Prestigious Award for Best Diagnostic Center In Delhi Ncr from Times Group.
City X Ray clinic have good network and reach they have several branches amoung Delhi and their contact numbers for online booking are as following : 


1. City Xray Lab Tilak Nagar  Contact Number : 9319119574 
2. City Xray Lab Janakpuri Contact Number : 9319119574
3. City Xray Lab Vikaspuri Contact Number : 9319119574
4. City Xray Lab Naraina Contact Number : 9319119574
5. City Xray Lab Dwarka Contact Number : 9319119574
6. City Xray Lab Paschim Vihar Contact Number : 9319119574
8. City Xray Lab Najafgarh Contact Number : 9319119574
9. City Xray Lab Palam Contact Number : 9319119574
10. City Xray Lab Hari Nagar Contact Number : 9319119574",MAMMOGRAPHY,https://www.labuncle.com/ctg/mammography/lab/city-x-ray-and-scan-clinic-tilak-nagar-1,https://www.labuncle.com/labDetails/city-x-ray-and-scan-clinic-tilak-nagar-1
City X-ray and Scan Clinic -Tilak Nagar,"5A/34, Tilak Nagar, New Delhi 110018",Get 20-35% Discount & Cashback,"City X Ray & Scan Clinic is the one of the renowned Pvt. Diagnostic set up in  Delhi since last over two decades. It covers complete range of diagnostic investigations for Pathology, Radiology, Cardiology & Neurology departments all under one roof.
The City XRay and Scan clinic has been leader in Diagnostic industry through quality service, regular up gradation with latest technology & new innovations.
All our main Hubs (Tilak Nagar, Dwarka & VikasPuri) are accredited by NABL & NABH for all departments including PCR lab which clearly highlights and reaffirms our faith in accuracy of test results. Apart from this we are associated with various quality conscious associations like VILAC, A.P.P etc. Our test Quality is strictly checked and controlled by a team of experienced doctors, well trained technicians and quality managers.
Besides the above hubs, we have well equipped City XRay branches in  Janak Puri, Hari Nagar, Palam Colony, Naraina Vihar and Vishnu Garden.
City X Ray & Scan Clinic (CXR) is an organization that is committed to providing doorstep Radiology & Pathology services to healthcare providers at an affordable cost.
City X-Ray and Scan Clinic is been awarded with very Prestigious Award for Best Diagnostic Center In Delhi Ncr from Times Group.
City X Ray clinic have good network and reach they have several branches amoung Delhi and their contact numbers for online booking are as following : 


1. City Xray Lab Tilak Nagar  Contact Number : 9319119574 
2. City Xray Lab Janakpuri Contact Number : 9319119574
3. City Xray Lab Vikaspuri Contact Number : 9319119574
4. City Xray Lab Naraina Contact Number : 9319119574
5. City Xray Lab Dwarka Contact Number : 9319119574
6. City Xray Lab Paschim Vihar Contact Number : 9319119574
8. City Xray Lab Najafgarh Contact Number : 9319119574
9. City Xray Lab Palam Contact Number : 9319119574
10. City Xray Lab Hari Nagar Contact Number : 9319119574",MRI,https://www.labuncle.com/ctg/mri/lab/city-x-ray-and-scan-clinic-tilak-nagar-1,https://www.labuncle.com/labDetails/city-x-ray-and-scan-clinic-tilak-nagar-1
City X-ray and Scan Clinic -Tilak Nagar,"5A/34, Tilak Nagar, New Delhi 110018",Get 20-35% Discount & Cashback,"City X Ray & Scan Clinic is the one of the renowned Pvt. Diagnostic set up in  Delhi since last over two decades. It covers complete range of diagnostic investigations for Pathology, Radiology, Cardiology & Neurology departments all under one roof.
The City XRay and Scan clinic has been leader in Diagnostic industry through quality service, regular up gradation with latest technology & new innovations.
All our main Hubs (Tilak Nagar, Dwarka & VikasPuri) are accredited by NABL & NABH for all departments including PCR lab which clearly highlights and reaffirms our faith in accuracy of test results. Apart from this we are associated with various quality conscious associations like VILAC, A.P.P etc. Our test Quality is strictly checked and controlled by a team of experienced doctors, well trained technicians and quality managers.
Besides the above hubs, we have well equipped City XRay branches in  Janak Puri, Hari Nagar, Palam Colony, Naraina Vihar and Vishnu Garden.
City X Ray & Scan Clinic (CXR) is an organization that is committed to providing doorstep Radiology & Pathology services to healthcare providers at an affordable cost.
City X-Ray and Scan Clinic is been awarded with very Prestigious Award for Best Diagnostic Center In Delhi Ncr from Times Group.
City X Ray clinic have good network and reach they have several branches amoung Delhi and their contact numbers for online booking are as following : 


1. City Xray Lab Tilak Nagar  Contact Number : 9319119574 
2. City Xray Lab Janakpuri Contact Number : 9319119574
3. City Xray Lab Vikaspuri Contact Number : 9319119574
4. City Xray Lab Naraina Contact Number : 9319119574
5. City Xray Lab Dwarka Contact Number : 9319119574
6. City Xray Lab Paschim Vihar Contact Number : 9319119574
8. City Xray Lab Najafgarh Contact Number : 9319119574
9. City Xray Lab Palam Contact Number : 9319119574
10. City Xray Lab Hari Nagar Contact Number : 9319119574",NCV,https://www.labuncle.com/ctg/ncv/lab/city-x-ray-and-scan-clinic-tilak-nagar-1,https://www.labuncle.com/labDetails/city-x-ray-and-scan-clinic-tilak-nagar-1
City X-ray and Scan Clinic -Tilak Nagar,"5A/34, Tilak Nagar, New Delhi 110018",Get 20-35% Discount & Cashback,"City X Ray & Scan Clinic is the one of the renowned Pvt. Diagnostic set up in  Delhi since last over two decades. It covers complete range of diagnostic investigations for Pathology, Radiology, Cardiology & Neurology departments all under one roof.
The City XRay and Scan clinic has been leader in Diagnostic industry through quality service, regular up gradation with latest technology & new innovations.
All our main Hubs (Tilak Nagar, Dwarka & VikasPuri) are accredited by NABL & NABH for all departments including PCR lab which clearly highlights and reaffirms our faith in accuracy of test results. Apart from this we are associated with various quality conscious associations like VILAC, A.P.P etc. Our test Quality is strictly checked and controlled by a team of experienced doctors, well trained technicians and quality managers.
Besides the above hubs, we have well equipped City XRay branches in  Janak Puri, Hari Nagar, Palam Colony, Naraina Vihar and Vishnu Garden.
City X Ray & Scan Clinic (CXR) is an organization that is committed to providing doorstep Radiology & Pathology services to healthcare providers at an affordable cost.
City X-Ray and Scan Clinic is been awarded with very Prestigious Award for Best Diagnostic Center In Delhi Ncr from Times Group.
City X Ray clinic have good network and reach they have several branches amoung Delhi and their contact numbers for online booking are as following : 


1. City Xray Lab Tilak Nagar  Contact Number : 9319119574 
2. City Xray Lab Janakpuri Contact Number : 9319119574
3. City Xray Lab Vikaspuri Contact Number : 9319119574
4. City Xray Lab Naraina Contact Number : 9319119574
5. City Xray Lab Dwarka Contact Number : 9319119574
6. City Xray Lab Paschim Vihar Contact Number : 9319119574
8. City Xray Lab Najafgarh Contact Number : 9319119574
9. City Xray Lab Palam Contact Number : 9319119574
10. City Xray Lab Hari Nagar Contact Number : 9319119574",OPG,https://www.labuncle.com/ctg/opg/lab/city-x-ray-and-scan-clinic-tilak-nagar-1,https://www.labuncle.com/labDetails/city-x-ray-and-scan-clinic-tilak-nagar-1
City X-ray and Scan Clinic -Tilak Nagar,"5A/34, Tilak Nagar, New Delhi 110018",Get 20-35% Discount & Cashback,"City X Ray & Scan Clinic is the one of the renowned Pvt. Diagnostic set up in  Delhi since last over two decades. It covers complete range of diagnostic investigations for Pathology, Radiology, Cardiology & Neurology departments all under one roof.
The City XRay and Scan clinic has been leader in Diagnostic industry through quality service, regular up gradation with latest technology & new innovations.
All our main Hubs (Tilak Nagar, Dwarka & VikasPuri) are accredited by NABL & NABH for all departments including PCR lab which clearly highlights and reaffirms our faith in accuracy of test results. Apart from this we are associated with various quality conscious associations like VILAC, A.P.P etc. Our test Quality is strictly checked and controlled by a team of experienced doctors, well trained technicians and quality managers.
Besides the above hubs, we have well equipped City XRay branches in  Janak Puri, Hari Nagar, Palam Colony, Naraina Vihar and Vishnu Garden.
City X Ray & Scan Clinic (CXR) is an organization that is committed to providing doorstep Radiology & Pathology services to healthcare providers at an affordable cost.
City X-Ray and Scan Clinic is been awarded with very Prestigious Award for Best Diagnostic Center In Delhi Ncr from Times Group.
City X Ray clinic have good network and reach they have several branches amoung Delhi and their contact numbers for online booking are as following : 


1. City Xray Lab Tilak Nagar  Contact Number : 9319119574 
2. City Xray Lab Janakpuri Contact Number : 9319119574
3. City Xray Lab Vikaspuri Contact Number : 9319119574
4. City Xray Lab Naraina Contact Number : 9319119574
5. City Xray Lab Dwarka Contact Number : 9319119574
6. City Xray Lab Paschim Vihar Contact Number : 9319119574
8. City Xray Lab Najafgarh Contact Number : 9319119574
9. City Xray Lab Palam Contact Number : 9319119574
10. City Xray Lab Hari Nagar Contact Number : 9319119574",ULTRASOUND,https://www.labuncle.com/ctg/ultrasound/lab/city-x-ray-and-scan-clinic-tilak-nagar-1,https://www.labuncle.com/labDetails/city-x-ray-and-scan-clinic-tilak-nagar-1
City X-ray and Scan Clinic -Tilak Nagar,"5A/34, Tilak Nagar, New Delhi 110018",Get 20-35% Discount & Cashback,"City X Ray & Scan Clinic is the one of the renowned Pvt. Diagnostic set up in  Delhi since last over two decades. It covers complete range of diagnostic investigations for Pathology, Radiology, Cardiology & Neurology departments all under one roof.
The City XRay and Scan clinic has been leader in Diagnostic industry through quality service, regular up gradation with latest technology & new innovations.
All our main Hubs (Tilak Nagar, Dwarka & VikasPuri) are accredited by NABL & NABH for all departments including PCR lab which clearly highlights and reaffirms our faith in accuracy of test results. Apart from this we are associated with various quality conscious associations like VILAC, A.P.P etc. Our test Quality is strictly checked and controlled by a team of experienced doctors, well trained technicians and quality managers.
Besides the above hubs, we have well equipped City XRay branches in  Janak Puri, Hari Nagar, Palam Colony, Naraina Vihar and Vishnu Garden.
City X Ray & Scan Clinic (CXR) is an organization that is committed to providing doorstep Radiology & Pathology services to healthcare providers at an affordable cost.
City X-Ray and Scan Clinic is been awarded with very Prestigious Award for Best Diagnostic Center In Delhi Ncr from Times Group.
City X Ray clinic have good network and reach they have several branches amoung Delhi and their contact numbers for online booking are as following : 


1. City Xray Lab Tilak Nagar  Contact Number : 9319119574 
2. City Xray Lab Janakpuri Contact Number : 9319119574
3. City Xray Lab Vikaspuri Contact Number : 9319119574
4. City Xray Lab Naraina Contact Number : 9319119574
5. City Xray Lab Dwarka Contact Number : 9319119574
6. City Xray Lab Paschim Vihar Contact Number : 9319119574
8. City Xray Lab Najafgarh Contact Number : 9319119574
9. City Xray Lab Palam Contact Number : 9319119574
10. City Xray Lab Hari Nagar Contact Number : 9319119574",XRAY,https://www.labuncle.com/ctg/xray/lab/city-x-ray-and-scan-clinic-tilak-nagar-1,https://www.labuncle.com/labDetails/city-x-ray-and-scan-clinic-tilak-nagar-1
Suraksha Diagnostic -Janakpuri,"C1/2, Lal Sai Mandir Marg, Janak Puri,, Opposite Mata Chanan Devi Hospital,, New Delhi,, Delhi 110058",Get 20-35% Discount & Cashback,"Suraksha is a name people readily associate with diagnostic quality and convenience. The largest diagnostic chain in eastern India, it today ranks among the top 5 nationally with nearly 35 centres across West Bengal, Bihar and Delhi NCR. 
Suraksha diagnostic services span Pathology, Histopathology, Molecular Diagnostics and Radiology and include the latest tests. It is the first in India to receive the coveted CAP (College of American Pathologists) certification and is also NABH and NABL accredited.
Established in 1992 as Suraksha Diagnostic & Eye Centre (P) Ltd. in Kolkata, we started as one of the first diagnostic centers in Kolkata to provide all pathology and radiology services under one roof. 
Committed to deliver world-class quality, Suraksha?s Diagnostic Centres are equipped with state-of-the-art equipment from GE, Schiller, Beckman Coulter, Siemens, Roche Diagnostic, Biorat D10, Variant Turbo, Biomerieux, Phillips, etc.
Service has always been the distinguishing factor in Suraksha?s popularity.",ANGIOGRAPHY,https://www.labuncle.com/ctg/angiography/lab/suraksha-diagnostic-janakpuri-10,https://www.labuncle.com/labDetails/suraksha-diagnostic-janakpuri-10
Suraksha Diagnostic -Janakpuri,"C1/2, Lal Sai Mandir Marg, Janak Puri,, Opposite Mata Chanan Devi Hospital,, New Delhi,, Delhi 110058",Get 20-35% Discount & Cashback,"Suraksha is a name people readily associate with diagnostic quality and convenience. The largest diagnostic chain in eastern India, it today ranks among the top 5 nationally with nearly 35 centres across West Bengal, Bihar and Delhi NCR. 
Suraksha diagnostic services span Pathology, Histopathology, Molecular Diagnostics and Radiology and include the latest tests. It is the first in India to receive the coveted CAP (College of American Pathologists) certification and is also NABH and NABL accredited.
Established in 1992 as Suraksha Diagnostic & Eye Centre (P) Ltd. in Kolkata, we started as one of the first diagnostic centers in Kolkata to provide all pathology and radiology services under one roof. 
Committed to deliver world-class quality, Suraksha?s Diagnostic Centres are equipped with state-of-the-art equipment from GE, Schiller, Beckman Coulter, Siemens, Roche Diagnostic, Biorat D10, Variant Turbo, Biomerieux, Phillips, etc.
Service has always been the distinguishing factor in Suraksha?s popularity.",BLOODTEST,https://www.labuncle.com/ctg/bloodtest/lab/suraksha-diagnostic-janakpuri-10,https://www.labuncle.com/labDetails/suraksha-diagnostic-janakpuri-10
Suraksha Diagnostic -Janakpuri,"C1/2, Lal Sai Mandir Marg, Janak Puri,, Opposite Mata Chanan Devi Hospital,, New Delhi,, Delhi 110058",Get 20-35% Discount & Cashback,"Suraksha is a name people readily associate with diagnostic quality and convenience. The largest diagnostic chain in eastern India, it today ranks among the top 5 nationally with nearly 35 centres across West Bengal, Bihar and Delhi NCR. 
Suraksha diagnostic services span Pathology, Histopathology, Molecular Diagnostics and Radiology and include the latest tests. It is the first in India to receive the coveted CAP (College of American Pathologists) certification and is also NABH and NABL accredited.
Established in 1992 as Suraksha Diagnostic & Eye Centre (P) Ltd. in Kolkata, we started as one of the first diagnostic centers in Kolkata to provide all pathology and radiology services under one roof. 
Committed to deliver world-class quality, Suraksha?s Diagnostic Centres are equipped with state-of-the-art equipment from GE, Schiller, Beckman Coulter, Siemens, Roche Diagnostic, Biorat D10, Variant Turbo, Biomerieux, Phillips, etc.
Service has always been the distinguishing factor in Suraksha?s popularity.",CBCT,https://www.labuncle.com/ctg/cbct/lab/suraksha-diagnostic-janakpuri-10,https://www.labuncle.com/labDetails/suraksha-diagnostic-janakpuri-10
Suraksha Diagnostic -Janakpuri,"C1/2, Lal Sai Mandir Marg, Janak Puri,, Opposite Mata Chanan Devi Hospital,, New Delhi,, Delhi 110058",Get 20-35% Discount & Cashback,"Suraksha is a name people readily associate with diagnostic quality and convenience. The largest diagnostic chain in eastern India, it today ranks among the top 5 nationally with nearly 35 centres across West Bengal, Bihar and Delhi NCR. 
Suraksha diagnostic services span Pathology, Histopathology, Molecular Diagnostics and Radiology and include the latest tests. It is the first in India to receive the coveted CAP (College of American Pathologists) certification and is also NABH and NABL accredited.
Established in 1992 as Suraksha Diagnostic & Eye Centre (P) Ltd. in Kolkata, we started as one of the first diagnostic centers in Kolkata to provide all pathology and radiology services under one roof. 
Committed to deliver world-class quality, Suraksha?s Diagnostic Centres are equipped with state-of-the-art equipment from GE, Schiller, Beckman Coulter, Siemens, Roche Diagnostic, Biorat D10, Variant Turbo, Biomerieux, Phillips, etc.
Service has always been the distinguishing factor in Suraksha?s popularity.",CTSCAN,https://www.labuncle.com/ctg/ctscan/lab/suraksha-diagnostic-janakpuri-10,https://www.labuncle.com/labDetails/suraksha-diagnostic-janakpuri-10
Suraksha Diagnostic -Janakpuri,"C1/2, Lal Sai Mandir Marg, Janak Puri,, Opposite Mata Chanan Devi Hospital,, New Delhi,, Delhi 110058",Get 20-35% Discount & Cashback,"Suraksha is a name people readily associate with diagnostic quality and convenience. The largest diagnostic chain in eastern India, it today ranks among the top 5 nationally with nearly 35 centres across West Bengal, Bihar and Delhi NCR. 
Suraksha diagnostic services span Pathology, Histopathology, Molecular Diagnostics and Radiology and include the latest tests. It is the first in India to receive the coveted CAP (College of American Pathologists) certification and is also NABH and NABL accredited.
Established in 1992 as Suraksha Diagnostic & Eye Centre (P) Ltd. in Kolkata, we started as one of the first diagnostic centers in Kolkata to provide all pathology and radiology services under one roof. 
Committed to deliver world-class quality, Suraksha?s Diagnostic Centres are equipped with state-of-the-art equipment from GE, Schiller, Beckman Coulter, Siemens, Roche Diagnostic, Biorat D10, Variant Turbo, Biomerieux, Phillips, etc.
Service has always been the distinguishing factor in Suraksha?s popularity.",DEXA,https://www.labuncle.com/ctg/dexa/lab/suraksha-diagnostic-janakpuri-10,https://www.labuncle.com/labDetails/suraksha-diagnostic-janakpuri-10
Suraksha Diagnostic -Janakpuri,"C1/2, Lal Sai Mandir Marg, Janak Puri,, Opposite Mata Chanan Devi Hospital,, New Delhi,, Delhi 110058",Get 20-35% Discount & Cashback,"Suraksha is a name people readily associate with diagnostic quality and convenience. The largest diagnostic chain in eastern India, it today ranks among the top 5 nationally with nearly 35 centres across West Bengal, Bihar and Delhi NCR. 
Suraksha diagnostic services span Pathology, Histopathology, Molecular Diagnostics and Radiology and include the latest tests. It is the first in India to receive the coveted CAP (College of American Pathologists) certification and is also NABH and NABL accredited.
Established in 1992 as Suraksha Diagnostic & Eye Centre (P) Ltd. in Kolkata, we started as one of the first diagnostic centers in Kolkata to provide all pathology and radiology services under one roof. 
Committed to deliver world-class quality, Suraksha?s Diagnostic Centres are equipped with state-of-the-art equipment from GE, Schiller, Beckman Coulter, Siemens, Roche Diagnostic, Biorat D10, Variant Turbo, Biomerieux, Phillips, etc.
Service has always been the distinguishing factor in Suraksha?s popularity.",DOPPLER,https://www.labuncle.com/ctg/doppler/lab/suraksha-diagnostic-janakpuri-10,https://www.labuncle.com/labDetails/suraksha-diagnostic-janakpuri-10
Suraksha Diagnostic -Janakpuri,"C1/2, Lal Sai Mandir Marg, Janak Puri,, Opposite Mata Chanan Devi Hospital,, New Delhi,, Delhi 110058",Get 20-35% Discount & Cashback,"Suraksha is a name people readily associate with diagnostic quality and convenience. The largest diagnostic chain in eastern India, it today ranks among the top 5 nationally with nearly 35 centres across West Bengal, Bihar and Delhi NCR. 
Suraksha diagnostic services span Pathology, Histopathology, Molecular Diagnostics and Radiology and include the latest tests. It is the first in India to receive the coveted CAP (College of American Pathologists) certification and is also NABH and NABL accredited.
Established in 1992 as Suraksha Diagnostic & Eye Centre (P) Ltd. in Kolkata, we started as one of the first diagnostic centers in Kolkata to provide all pathology and radiology services under one roof. 
Committed to deliver world-class quality, Suraksha?s Diagnostic Centres are equipped with state-of-the-art equipment from GE, Schiller, Beckman Coulter, Siemens, Roche Diagnostic, Biorat D10, Variant Turbo, Biomerieux, Phillips, etc.
Service has always been the distinguishing factor in Suraksha?s popularity.",ECHO,https://www.labuncle.com/ctg/echo/lab/suraksha-diagnostic-janakpuri-10,https://www.labuncle.com/labDetails/suraksha-diagnostic-janakpuri-10
Suraksha Diagnostic -Janakpuri,"C1/2, Lal Sai Mandir Marg, Janak Puri,, Opposite Mata Chanan Devi Hospital,, New Delhi,, Delhi 110058",Get 20-35% Discount & Cashback,"Suraksha is a name people readily associate with diagnostic quality and convenience. The largest diagnostic chain in eastern India, it today ranks among the top 5 nationally with nearly 35 centres across West Bengal, Bihar and Delhi NCR. 
Suraksha diagnostic services span Pathology, Histopathology, Molecular Diagnostics and Radiology and include the latest tests. It is the first in India to receive the coveted CAP (College of American Pathologists) certification and is also NABH and NABL accredited.
Established in 1992 as Suraksha Diagnostic & Eye Centre (P) Ltd. in Kolkata, we started as one of the first diagnostic centers in Kolkata to provide all pathology and radiology services under one roof. 
Committed to deliver world-class quality, Suraksha?s Diagnostic Centres are equipped with state-of-the-art equipment from GE, Schiller, Beckman Coulter, Siemens, Roche Diagnostic, Biorat D10, Variant Turbo, Biomerieux, Phillips, etc.
Service has always been the distinguishing factor in Suraksha?s popularity.",EEG,https://www.labuncle.com/ctg/eeg/lab/suraksha-diagnostic-janakpuri-10,https://www.labuncle.com/labDetails/suraksha-diagnostic-janakpuri-10
Suraksha Diagnostic -Janakpuri,"C1/2, Lal Sai Mandir Marg, Janak Puri,, Opposite Mata Chanan Devi Hospital,, New Delhi,, Delhi 110058",Get 20-35% Discount & Cashback,"Suraksha is a name people readily associate with diagnostic quality and convenience. The largest diagnostic chain in eastern India, it today ranks among the top 5 nationally with nearly 35 centres across West Bengal, Bihar and Delhi NCR. 
Suraksha diagnostic services span Pathology, Histopathology, Molecular Diagnostics and Radiology and include the latest tests. It is the first in India to receive the coveted CAP (College of American Pathologists) certification and is also NABH and NABL accredited.
Established in 1992 as Suraksha Diagnostic & Eye Centre (P) Ltd. in Kolkata, we started as one of the first diagnostic centers in Kolkata to provide all pathology and radiology services under one roof. 
Committed to deliver world-class quality, Suraksha?s Diagnostic Centres are equipped with state-of-the-art equipment from GE, Schiller, Beckman Coulter, Siemens, Roche Diagnostic, Biorat D10, Variant Turbo, Biomerieux, Phillips, etc.
Service has always been the distinguishing factor in Suraksha?s popularity.",EMG,https://www.labuncle.com/ctg/emg/lab/suraksha-diagnostic-janakpuri-10,https://www.labuncle.com/labDetails/suraksha-diagnostic-janakpuri-10
Suraksha Diagnostic -Janakpuri,"C1/2, Lal Sai Mandir Marg, Janak Puri,, Opposite Mata Chanan Devi Hospital,, New Delhi,, Delhi 110058",Get 20-35% Discount & Cashback,"Suraksha is a name people readily associate with diagnostic quality and convenience. The largest diagnostic chain in eastern India, it today ranks among the top 5 nationally with nearly 35 centres across West Bengal, Bihar and Delhi NCR. 
Suraksha diagnostic services span Pathology, Histopathology, Molecular Diagnostics and Radiology and include the latest tests. It is the first in India to receive the coveted CAP (College of American Pathologists) certification and is also NABH and NABL accredited.
Established in 1992 as Suraksha Diagnostic & Eye Centre (P) Ltd. in Kolkata, we started as one of the first diagnostic centers in Kolkata to provide all pathology and radiology services under one roof. 
Committed to deliver world-class quality, Suraksha?s Diagnostic Centres are equipped with state-of-the-art equipment from GE, Schiller, Beckman Coulter, Siemens, Roche Diagnostic, Biorat D10, Variant Turbo, Biomerieux, Phillips, etc.
Service has always been the distinguishing factor in Suraksha?s popularity.",HOLTER,https://www.labuncle.com/ctg/holter/lab/suraksha-diagnostic-janakpuri-10,https://www.labuncle.com/labDetails/suraksha-diagnostic-janakpuri-10
Suraksha Diagnostic -Janakpuri,"C1/2, Lal Sai Mandir Marg, Janak Puri,, Opposite Mata Chanan Devi Hospital,, New Delhi,, Delhi 110058",Get 20-35% Discount & Cashback,"Suraksha is a name people readily associate with diagnostic quality and convenience. The largest diagnostic chain in eastern India, it today ranks among the top 5 nationally with nearly 35 centres across West Bengal, Bihar and Delhi NCR. 
Suraksha diagnostic services span Pathology, Histopathology, Molecular Diagnostics and Radiology and include the latest tests. It is the first in India to receive the coveted CAP (College of American Pathologists) certification and is also NABH and NABL accredited.
Established in 1992 as Suraksha Diagnostic & Eye Centre (P) Ltd. in Kolkata, we started as one of the first diagnostic centers in Kolkata to provide all pathology and radiology services under one roof. 
Committed to deliver world-class quality, Suraksha?s Diagnostic Centres are equipped with state-of-the-art equipment from GE, Schiller, Beckman Coulter, Siemens, Roche Diagnostic, Biorat D10, Variant Turbo, Biomerieux, Phillips, etc.
Service has always been the distinguishing factor in Suraksha?s popularity.",MAMMOGRAPHY,https://www.labuncle.com/ctg/mammography/lab/suraksha-diagnostic-janakpuri-10,https://www.labuncle.com/labDetails/suraksha-diagnostic-janakpuri-10
Suraksha Diagnostic -Janakpuri,"C1/2, Lal Sai Mandir Marg, Janak Puri,, Opposite Mata Chanan Devi Hospital,, New Delhi,, Delhi 110058",Get 20-35% Discount & Cashback,"Suraksha is a name people readily associate with diagnostic quality and convenience. The largest diagnostic chain in eastern India, it today ranks among the top 5 nationally with nearly 35 centres across West Bengal, Bihar and Delhi NCR. 
Suraksha diagnostic services span Pathology, Histopathology, Molecular Diagnostics and Radiology and include the latest tests. It is the first in India to receive the coveted CAP (College of American Pathologists) certification and is also NABH and NABL accredited.
Established in 1992 as Suraksha Diagnostic & Eye Centre (P) Ltd. in Kolkata, we started as one of the first diagnostic centers in Kolkata to provide all pathology and radiology services under one roof. 
Committed to deliver world-class quality, Suraksha?s Diagnostic Centres are equipped with state-of-the-art equipment from GE, Schiller, Beckman Coulter, Siemens, Roche Diagnostic, Biorat D10, Variant Turbo, Biomerieux, Phillips, etc.
Service has always been the distinguishing factor in Suraksha?s popularity.",MRI,https://www.labuncle.com/ctg/mri/lab/suraksha-diagnostic-janakpuri-10,https://www.labuncle.com/labDetails/suraksha-diagnostic-janakpuri-10
Suraksha Diagnostic -Janakpuri,"C1/2, Lal Sai Mandir Marg, Janak Puri,, Opposite Mata Chanan Devi Hospital,, New Delhi,, Delhi 110058",Get 20-35% Discount & Cashback,"Suraksha is a name people readily associate with diagnostic quality and convenience. The largest diagnostic chain in eastern India, it today ranks among the top 5 nationally with nearly 35 centres across West Bengal, Bihar and Delhi NCR. 
Suraksha diagnostic services span Pathology, Histopathology, Molecular Diagnostics and Radiology and include the latest tests. It is the first in India to receive the coveted CAP (College of American Pathologists) certification and is also NABH and NABL accredited.
Established in 1992 as Suraksha Diagnostic & Eye Centre (P) Ltd. in Kolkata, we started as one of the first diagnostic centers in Kolkata to provide all pathology and radiology services under one roof. 
Committed to deliver world-class quality, Suraksha?s Diagnostic Centres are equipped with state-of-the-art equipment from GE, Schiller, Beckman Coulter, Siemens, Roche Diagnostic, Biorat D10, Variant Turbo, Biomerieux, Phillips, etc.
Service has always been the distinguishing factor in Suraksha?s popularity.",NCV,https://www.labuncle.com/ctg/ncv/lab/suraksha-diagnostic-janakpuri-10,https://www.labuncle.com/labDetails/suraksha-diagnostic-janakpuri-10
Suraksha Diagnostic -Janakpuri,"C1/2, Lal Sai Mandir Marg, Janak Puri,, Opposite Mata Chanan Devi Hospital,, New Delhi,, Delhi 110058",Get 20-35% Discount & Cashback,"Suraksha is a name people readily associate with diagnostic quality and convenience. The largest diagnostic chain in eastern India, it today ranks among the top 5 nationally with nearly 35 centres across West Bengal, Bihar and Delhi NCR. 
Suraksha diagnostic services span Pathology, Histopathology, Molecular Diagnostics and Radiology and include the latest tests. It is the first in India to receive the coveted CAP (College of American Pathologists) certification and is also NABH and NABL accredited.
Established in 1992 as Suraksha Diagnostic & Eye Centre (P) Ltd. in Kolkata, we started as one of the first diagnostic centers in Kolkata to provide all pathology and radiology services under one roof. 
Committed to deliver world-class quality, Suraksha?s Diagnostic Centres are equipped with state-of-the-art equipment from GE, Schiller, Beckman Coulter, Siemens, Roche Diagnostic, Biorat D10, Variant Turbo, Biomerieux, Phillips, etc.
Service has always been the distinguishing factor in Suraksha?s popularity.",OPG,https://www.labuncle.com/ctg/opg/lab/suraksha-diagnostic-janakpuri-10,https://www.labuncle.com/labDetails/suraksha-diagnostic-janakpuri-10
